,cut,color,clarity,carat,depth,table,price,x (Premium),z (Very Good),y (Good)
1234,0,3,5,0.35,65.9,54.0,1415,5.57,3.66,5.53
1235,0,3,3,0.7,69.3,60.0,1420,5.41,3.72,5.35
1236,0,3,5,0.58,65.0,56.0,1430,5.23,3.38,5.17
1237,0,0,5,0.5,66.9,57.0,1431,4.95,3.27,4.83
1238,0,0,5,0.5,63.7,57.0,1431,5.05,3.17,4.9
1239,0,1,3,0.62,58.2,60.0,1435,5.7,3.26,5.51
1240,0,6,5,0.71,64.9,54.0,1435,5.63,3.62,5.53
1241,0,5,5,0.67,57.2,70.0,1436,5.82,3.31,5.75
1242,0,5,5,0.61,57.4,60.9,1437,5.6,3.23,5.65
1243,0,0,1,0.37,61.2,57.0,1440,4.68,2.88,4.73
1244,0,2,4,0.5,56.4,62.0,1446,5.31,2.97,5.22
1245,0,3,0,0.97,57.2,60.0,1547,6.59,3.72,6.36
1246,0,2,3,0.7,66.4,56.0,1564,5.51,3.63,5.42
1247,0,2,0,0.91,67.0,62.0,1570,5.97,3.98,5.89
1248,0,2,4,0.5,65.0,55.0,1577,5.01,3.24,4.96
1249,0,2,5,0.51,56.3,61.0,1602,5.34,2.99,5.29
1250,0,5,3,0.7,65.9,58.0,1625,5.46,3.61,5.5
1251,0,2,3,0.73,64.7,56.0,1631,5.6,3.6,5.53
1252,0,3,2,0.68,58.0,71.0,1633,5.85,3.35,5.7
1253,0,4,0,0.96,61.5,63.0,1637,6.22,3.78,6.06
1254,0,2,2,0.62,55.1,66.0,1641,5.85,3.18,5.7
1255,0,1,2,0.58,64.4,57.0,1641,5.26,3.38,5.24
1256,0,2,2,0.67,56.0,67.0,1642,5.81,3.25,5.78
1257,0,0,3,0.77,65.1,63.0,1651,5.71,3.7,5.65
1258,0,3,0,0.85,62.7,60.0,1651,6.05,3.77,5.96
1259,0,5,5,0.65,65.1,55.6,1659,5.44,3.56,5.5
1260,0,3,7,0.5,66.1,62.0,1659,4.92,3.24,4.88
1261,0,0,5,0.51,64.4,54.0,1668,5.06,3.25,5.03
1262,0,6,5,0.7,64.6,58.0,1672,5.58,3.6,5.56
1263,0,4,3,0.81,66.2,58.0,1687,5.78,3.81,5.74
1264,0,3,3,0.71,65.6,56.0,1691,5.54,3.63,5.49
1265,0,3,3,0.69,65.4,63.0,1691,5.49,3.57,5.43
1266,0,6,6,0.7,67.6,54.0,1691,5.56,3.71,5.41
1267,0,5,4,0.69,57.9,63.0,1692,5.73,3.33,5.77
1268,0,0,3,0.7,71.6,55.0,1696,5.47,3.85,5.28
1269,0,5,2,0.7,65.8,57.0,1697,5.46,3.62,5.55
1270,0,3,4,0.58,64.7,60.0,1701,5.23,3.41,5.28
1271,0,1,7,0.49,65.5,58.0,1705,4.91,3.2,4.86
1272,0,4,0,0.96,61.1,60.0,1705,6.26,3.77,6.07
1273,0,4,0,0.96,66.9,60.0,1705,6.15,4.09,6.04
1274,0,1,5,0.51,65.5,51.0,1709,5.06,3.3,5.01
1275,0,3,0,0.98,69.7,58.0,1712,6.08,4.21,5.98
1276,0,3,7,0.5,64.9,58.0,1712,5.0,3.23,4.95
1277,0,3,0,0.8,64.5,57.0,1715,5.86,3.77,5.83
1278,0,2,5,0.32,59.6,60.0,1715,4.42,2.61,4.34
1279,0,5,2,0.7,65.0,56.0,1720,5.6,3.61,5.5
1280,0,6,2,0.7,63.0,57.0,1723,5.55,3.51,5.6
1281,0,1,3,0.7,58.7,68.0,1723,5.77,3.37,5.72
1282,0,1,2,0.64,59.5,64.0,1733,5.65,3.31,5.39
1283,0,1,5,0.56,64.7,60.0,1737,5.13,3.32,5.14
1284,0,4,0,0.96,64.3,59.0,1739,6.38,3.98,5.88
1285,0,4,0,0.96,69.2,56.0,1739,5.97,4.08,5.83
1286,0,5,2,0.7,65.2,58.0,1749,5.6,3.64,5.56
1287,0,3,0,0.98,68.0,63.0,1749,6.13,4.13,6.02
1288,0,4,0,0.9,66.9,63.0,1758,6.04,4.0,5.91
1289,0,4,4,0.63,57.3,62.5,1760,5.65,3.25,5.7
1290,0,6,3,0.72,66.1,55.0,1762,5.51,3.66,5.56
1291,0,0,3,0.7,67.8,58.0,1770,5.51,3.71,5.44
1292,0,4,0,0.96,68.9,59.0,1773,6.09,4.15,5.96
1293,0,2,2,0.29,55.8,60.0,1776,4.48,2.48,4.41
1294,0,1,4,0.53,62.3,67.0,1778,5.22,3.22,5.11
1295,0,2,4,0.52,57.2,59.0,1784,5.35,3.07,5.39
1296,0,6,0,1.0,65.0,59.0,1784,6.27,4.05,6.17
1297,0,5,0,0.9,67.2,60.0,1786,5.96,3.98,5.88
1298,0,2,0,0.97,68.5,54.0,1787,6.26,4.22,6.05
1299,0,2,4,0.57,64.5,61.0,1788,5.23,3.36,5.19
1300,0,6,0,0.99,73.6,60.0,1789,6.01,4.35,5.8
1301,0,3,7,0.5,62.9,67.0,1791,5.02,3.14,4.96
1302,0,0,6,0.5,65.9,64.0,1792,4.92,3.28,5.03
1303,0,2,3,0.7,64.8,57.0,1792,5.65,3.64,5.59
1304,0,4,3,0.72,66.0,60.0,1799,5.58,3.66,5.51
1305,0,5,2,0.72,64.8,54.0,1799,5.69,3.68,5.67
1306,0,6,4,0.73,64.6,60.0,1802,5.68,3.64,5.59
1307,0,4,2,0.7,65.0,59.0,1803,5.54,3.59,5.5
1308,0,5,0,1.0,68.6,56.0,1805,6.2,4.22,6.08
1309,0,0,3,0.7,65.5,57.0,1806,5.56,3.6,5.43
1310,0,4,2,0.7,64.8,57.0,1808,5.49,3.59,5.59
1311,0,4,0,0.96,60.1,62.0,1808,6.21,3.68,6.0
1312,0,4,0,0.96,67.4,62.0,1808,6.13,4.08,5.96
1313,0,4,4,0.7,67.2,55.0,1811,5.48,3.7,5.54
1314,0,5,5,0.7,66.1,56.0,1814,5.53,3.64,5.48
1315,0,2,5,0.56,57.0,67.0,1814,5.49,3.09,5.36
1316,0,2,2,0.37,65.3,56.0,527,4.53,2.94,4.47
1317,0,6,5,0.71,64.4,56.0,1826,5.64,3.62,5.6
1318,0,6,2,0.75,55.0,66.0,1827,6.2,3.37,6.04
1319,0,4,2,0.71,65.9,57.0,1828,5.54,3.63,5.48
1320,0,1,3,0.7,70.6,56.0,1828,5.45,3.81,5.35
1321,0,4,5,0.71,62.1,70.0,1832,5.67,3.5,5.6
1322,0,4,2,0.7,66.0,56.0,1840,5.5,3.64,5.53
1323,0,5,5,0.71,61.6,67.0,1840,5.76,3.5,5.61
1324,0,5,2,0.7,62.0,67.0,1848,5.54,3.42,5.5
1325,0,3,1,0.52,65.5,55.0,1849,4.98,3.29,5.06
1326,0,4,2,0.7,65.5,57.0,1865,5.59,3.65,5.55
1327,0,4,2,0.7,65.3,55.0,1865,5.58,3.63,5.54
1328,0,1,0,0.74,58.2,65.0,1865,6.03,3.47,5.89
1329,0,6,4,0.75,61.9,67.0,1869,5.8,3.56,5.7
1330,0,2,5,0.65,58.3,64.0,1881,5.7,3.3,5.62
1331,0,1,4,0.5,55.3,65.0,1890,5.35,2.95,5.31
1332,0,5,3,0.73,61.3,67.0,1892,5.77,3.51,5.64
1333,0,0,2,0.7,52.2,65.0,1895,6.04,3.14,5.99
1334,0,6,5,0.7,67.4,58.0,1896,5.34,3.61,5.37
1335,0,6,0,0.99,62.9,58.0,1901,6.33,3.91,6.1
1336,0,2,7,0.57,65.2,56.2,1902,5.19,3.4,5.23
1337,0,3,2,0.7,68.4,58.0,1915,5.59,3.61,5.55
1338,0,2,0,0.96,62.9,66.0,1917,6.29,3.91,6.07
1339,0,2,3,0.7,58.2,66.0,1920,5.77,3.35,5.74
1340,0,3,0,0.98,58.7,57.0,1932,6.54,3.8,6.43
1341,0,3,0,0.98,67.3,60.0,1932,6.17,4.14,6.11
1342,0,3,0,0.9,65.1,58.0,1939,6.05,3.92,5.99
1343,0,2,2,0.54,64.8,59.0,1944,5.11,3.29,5.05
1344,0,6,5,0.75,59.1,66.0,1944,5.99,3.49,5.82
1345,0,2,3,0.7,64.6,57.0,1947,5.6,3.61,5.57
1346,0,3,2,0.7,66.0,53.0,1949,5.53,3.63,5.47
1347,0,1,4,0.5,56.1,64.0,1950,5.31,2.97,5.28
1348,0,1,2,0.63,64.6,57.7,1952,5.36,3.47,5.41
1349,0,3,0,1.0,67.3,57.0,1954,6.26,4.18,6.12
1350,0,6,2,0.77,60.2,66.0,1956,5.97,3.55,5.81
1351,0,4,3,0.74,62.0,53.0,1962,5.85,3.6,5.74
1352,0,2,2,0.7,65.3,54.0,1974,5.58,3.63,5.54
1353,0,0,7,0.5,67.6,57.0,1980,4.95,3.31,4.84
1354,0,4,5,0.7,57.0,58.0,1981,5.87,3.35,5.89
1355,0,4,5,0.7,64.9,56.0,1981,5.49,3.57,5.51
1356,0,6,4,0.74,58.8,68.0,1982,5.91,3.44,5.8
1357,0,3,2,0.7,65.0,59.0,1982,5.57,3.6,5.5
1358,0,2,3,0.7,57.1,64.0,1990,5.81,3.33,5.86
1359,0,3,3,0.71,65.6,61.0,1994,5.46,3.55,5.37
1360,0,4,2,0.7,61.0,66.0,1995,5.68,3.45,5.64
1361,0,3,2,0.7,61.6,66.0,1995,5.62,3.45,5.57
1362,0,5,5,0.7,64.4,55.0,1996,5.6,3.59,5.55
1363,0,5,0,1.0,66.9,57.0,1997,6.15,4.09,6.03
1364,0,1,3,0.7,64.4,58.0,1998,5.58,3.57,5.51
1365,0,1,3,0.7,65.3,56.0,1998,5.57,3.63,5.54
1366,0,3,3,0.7,61.5,66.0,1999,5.55,3.43,5.6
1367,0,1,2,0.7,57.2,66.0,2000,5.76,3.29,5.74
1368,0,0,3,0.3,64.6,54.0,536,4.29,2.76,4.25
1369,0,1,3,0.71,64.8,63.0,2002,5.63,3.61,5.51
1370,0,6,4,0.77,61.2,66.0,2005,5.92,3.6,5.83
1371,0,1,5,0.63,65.7,60.0,2011,5.41,3.52,5.31
1372,0,3,2,0.7,64.8,59.0,2016,5.65,3.63,5.56
1373,0,2,3,0.81,65.7,57.0,2031,5.8,3.79,5.75
1374,0,3,2,0.73,65.5,56.0,2032,5.68,3.7,5.62
1375,0,2,3,0.7,64.9,58.0,2035,5.46,3.59,5.59
1376,0,5,0,1.0,64.5,58.0,2035,6.33,4.01,6.1
1377,0,1,0,1.01,64.5,54.0,2036,6.31,4.03,6.22
1378,0,5,0,1.04,67.3,56.0,2037,6.34,4.22,6.23
1379,0,3,2,0.71,65.0,58.0,2045,5.57,3.61,5.53
1380,0,4,2,0.7,65.5,57.0,2048,5.53,3.64,5.59
1381,0,4,2,0.7,65.2,58.0,2048,5.49,3.6,5.55
1382,0,4,2,0.71,65.1,55.0,2049,5.69,3.69,5.65
1383,0,3,3,0.73,64.7,60.0,2050,5.68,3.66,5.64
1384,0,4,2,0.7,64.7,58.0,2051,5.59,3.6,5.54
1385,0,3,3,0.71,64.8,58.0,2055,5.6,3.62,5.57
1386,0,3,2,0.74,64.8,59.0,2060,5.63,3.64,5.6
1387,0,2,5,0.64,57.0,62.5,2063,5.67,3.26,5.78
1388,0,3,0,0.96,64.5,60.0,2068,6.16,3.96,6.11
1389,0,1,2,0.74,66.0,56.0,2069,5.6,3.72,5.67
1390,0,3,4,0.69,57.8,66.0,2070,5.9,3.39,5.84
1391,0,2,3,0.7,65.3,55.0,2075,5.6,3.62,5.49
1392,0,1,7,0.52,57.2,64.0,2079,5.27,3.04,5.36
1393,0,2,4,0.62,60.0,64.0,2083,5.69,3.36,5.48
1394,0,0,2,0.71,55.5,62.0,2086,6.0,3.32,5.97
1395,0,2,2,0.71,62.6,57.0,2088,5.73,3.57,5.68
1396,0,2,7,0.62,57.1,60.0,2088,5.65,3.24,5.7
1397,0,1,3,0.7,64.6,53.0,2092,5.58,3.62,5.63
1398,0,0,2,0.7,66.0,56.0,2093,5.45,3.62,5.52
1399,0,4,4,0.7,62.0,73.0,2100,5.65,3.47,5.54
1400,0,2,3,0.75,65.1,57.0,2102,5.7,3.7,5.66
1401,0,2,3,0.71,65.2,55.5,2103,5.52,3.62,5.58
1402,0,5,4,0.71,64.5,56.0,2104,5.61,3.6,5.56
1403,0,4,2,0.71,65.1,56.0,2112,5.63,3.64,5.55
1404,0,5,0,1.0,65.4,57.0,2112,6.28,4.08,6.2
1405,0,5,5,0.7,64.7,60.0,2117,5.55,3.57,5.49
1406,0,3,3,0.7,65.2,56.0,2117,5.63,3.64,5.54
1407,0,6,3,1.0,69.9,61.0,2117,6.13,4.23,5.86
1408,0,5,7,0.7,64.7,55.0,2117,5.62,3.6,5.51
1409,0,3,2,0.7,56.6,61.0,2120,5.86,3.34,5.95
1410,0,2,2,0.7,66.0,56.0,2121,5.59,3.68,5.56
1411,0,1,3,0.72,68.4,64.0,2125,5.38,3.66,5.32
1412,0,1,2,0.7,65.1,56.0,2125,5.49,3.55,5.41
1413,0,5,3,0.91,65.0,58.0,2129,6.05,3.92,6.02
1414,0,5,7,0.72,65.7,57.0,2131,5.56,3.68,5.64
1415,0,4,3,0.83,65.1,59.0,2133,5.84,3.79,5.81
1416,0,2,0,1.04,65.4,60.0,2134,6.39,4.15,6.3
1417,0,1,0,0.9,59.9,66.0,2138,6.18,3.69,6.14
1418,0,4,3,0.9,64.4,59.0,2138,6.03,3.87,5.99
1419,0,2,1,0.52,64.6,58.0,2144,5.04,3.3,5.17
1420,0,0,3,0.73,65.5,60.0,2147,5.64,3.66,5.54
1421,0,2,2,0.71,57.0,62.0,2149,5.84,3.34,5.87
1422,0,3,2,0.7,63.1,57.0,2150,5.64,3.54,5.58
1423,0,0,2,0.71,64.6,60.0,2151,5.55,3.6,5.6
1424,0,4,4,0.7,64.9,56.0,2152,5.68,3.65,5.56
1425,0,2,0,0.34,55.8,62.0,2160,4.72,2.6,4.6
1426,0,2,3,0.73,59.2,64.0,2164,5.92,3.48,5.83
1427,0,2,3,0.73,53.4,65.0,2164,6.19,3.3,6.15
1428,0,0,3,0.7,65.6,55.0,2167,5.59,3.64,5.5
1429,0,2,2,0.7,65.9,59.0,2167,5.53,3.63,5.49
1430,0,2,2,0.7,64.8,60.0,2167,5.57,3.6,5.54
1431,0,0,3,0.7,64.5,60.0,2167,5.53,3.55,5.47
1432,0,0,3,0.84,64.5,60.0,2167,5.92,3.79,5.84
1433,0,3,7,0.6,57.9,67.0,2167,5.66,3.23,5.47
1434,0,4,2,0.7,64.5,59.0,2176,5.54,3.56,5.51
1435,0,5,4,0.77,65.1,57.0,2184,5.65,3.72,5.77
1436,0,1,4,0.58,57.9,56.0,2192,5.52,3.19,5.49
1437,0,4,2,0.76,65.5,59.0,2193,5.75,3.74,5.66
1438,0,4,4,0.74,66.3,63.0,2193,5.63,3.69,5.5
1439,0,0,3,0.71,64.6,60.0,2198,5.62,3.62,5.59
1440,0,2,2,0.71,57.0,68.0,2198,6.05,3.4,5.87
1441,0,4,3,0.72,65.9,57.0,2203,5.6,3.67,5.54
1442,0,5,5,0.71,64.7,60.0,2208,5.54,3.56,5.46
1443,0,3,3,0.7,58.6,56.0,2208,5.8,3.38,5.74
1444,0,0,1,0.47,60.6,60.0,2211,5.09,3.05,4.98
1445,0,5,4,0.7,60.2,66.0,2234,5.77,3.44,5.62
1446,0,3,4,0.69,61.2,65.4,2235,5.58,3.42,5.64
1447,0,5,0,1.06,64.5,57.0,2239,6.47,4.13,6.33
1448,0,1,2,0.7,66.7,59.0,2241,5.49,3.65,5.45
1449,0,3,3,0.8,61.2,58.0,2246,5.96,3.64,5.93
1450,0,3,4,0.7,68.5,58.0,2250,5.47,3.7,5.34
1451,0,4,5,0.7,65.0,56.0,2268,5.6,3.61,5.5
1452,0,3,5,0.7,57.3,63.0,2273,5.78,3.33,5.84
1453,0,3,5,0.71,65.7,56.0,2274,5.51,3.63,5.54
1454,0,4,5,0.73,65.9,55.0,2278,5.68,3.74,5.64
1455,0,2,0,1.0,68.0,57.0,2280,6.14,4.15,6.05
1456,0,4,3,0.92,66.1,57.0,2283,6.22,4.05,6.0
1457,0,3,0,1.01,64.5,56.0,2287,6.32,4.06,6.26
1458,0,3,4,0.7,65.2,57.0,2290,5.56,3.61,5.52
1459,0,5,7,0.77,59.2,66.0,2292,5.96,3.51,5.9
1460,0,4,0,1.05,61.8,57.0,2293,6.51,3.99,6.4
1461,0,5,4,0.81,66.5,53.0,2297,5.76,3.86,5.83
1462,0,3,2,0.71,65.5,55.0,2300,5.59,3.65,5.56
1463,0,3,3,0.71,64.4,58.0,2300,5.59,3.59,5.56
1464,0,2,3,0.81,68.8,79.0,2301,5.26,3.58,5.2
1465,0,6,0,0.96,59.5,60.0,2304,6.28,3.72,6.23
1466,0,3,5,0.72,64.6,55.0,2306,5.66,3.67,5.71
1467,0,3,0,0.9,66.0,58.0,2310,5.96,3.91,5.88
1468,0,2,3,0.78,64.6,53.0,2312,5.83,3.75,5.78
1469,0,1,2,0.73,64.6,59.0,2317,5.69,3.66,5.64
1470,0,3,3,0.8,64.6,55.0,2318,5.86,3.75,5.75
1471,0,5,4,0.71,57.1,57.0,2318,5.87,3.36,5.9
1472,0,1,2,0.7,65.2,58.0,2318,5.57,3.62,5.54
1473,0,0,2,0.7,64.6,57.0,2318,5.6,3.61,5.57
1474,0,6,0,0.95,64.9,56.0,2322,6.17,3.99,6.12
1475,0,3,3,1.0,70.2,58.0,2326,6.0,4.13,5.73
1476,0,2,3,0.71,60.1,68.0,2327,5.8,3.46,5.72
1477,0,4,2,0.76,61.9,70.0,2328,5.84,3.59,5.77
1478,0,5,4,0.73,55.9,66.0,2330,6.11,3.39,6.01
1479,0,5,4,0.89,68.2,65.0,2334,5.82,3.94,5.74
1480,0,5,0,1.17,64.5,59.0,2336,6.67,4.25,6.47
1481,0,2,3,0.97,67.2,61.0,2338,6.09,4.06,6.0
1482,0,3,5,0.7,65.3,57.0,2338,5.58,3.61,5.47
1483,0,3,2,0.82,66.4,54.0,2339,5.87,3.88,5.82
1484,0,0,2,0.7,66.5,55.0,2339,5.51,3.65,5.47
1485,0,5,0,1.01,56.1,63.0,2342,6.7,3.74,6.65
1486,0,1,4,0.62,58.8,67.0,2344,5.66,3.29,5.57
1487,0,5,7,0.73,64.4,59.0,2351,5.65,3.63,5.62
1488,0,4,5,0.7,67.8,56.0,2351,5.42,3.66,5.38
1489,0,1,2,0.71,64.7,59.0,2352,5.61,3.62,5.58
1490,0,0,2,0.71,65.1,59.0,2352,5.59,3.63,5.56
1491,0,3,2,0.7,61.7,66.0,2352,5.7,3.48,5.58
1492,0,0,2,0.7,64.9,64.0,2352,5.57,3.59,5.5
1493,0,1,5,0.7,65.6,61.0,2352,5.62,3.64,5.47
1494,0,5,0,0.97,67.3,55.0,2357,6.08,4.07,6.02
1495,0,0,3,0.7,58.1,60.0,2358,5.79,3.37,5.82
1496,0,4,3,0.82,65.1,58.0,2358,5.86,3.8,5.81
1497,0,5,5,0.84,65.1,57.0,2359,5.91,3.83,5.85
1498,0,3,2,0.78,64.6,56.0,2359,5.86,3.76,5.79
1499,0,3,2,0.79,65.3,76.0,2362,5.52,3.35,5.13
1500,0,2,2,0.75,64.5,60.0,2363,5.65,3.61,5.54
1501,0,0,2,0.72,65.6,60.0,2364,5.62,3.66,5.54
1502,0,0,5,0.71,55.6,73.0,2368,6.01,3.33,5.96
1503,0,2,5,0.7,65.5,57.0,2369,5.55,3.59,5.41
1504,0,0,2,0.71,66.3,56.0,2372,5.61,3.68,5.49
1505,0,3,0,1.07,64.8,56.0,2375,6.53,4.2,6.43
1506,0,4,3,0.9,66.0,63.0,2376,5.89,3.86,5.79
1507,0,0,2,0.75,65.1,57.0,2376,5.64,3.66,5.6
1508,0,5,0,1.2,66.7,57.0,2376,6.57,4.37,6.05
1509,0,5,0,1.2,65.1,55.0,2376,6.65,4.31,6.59
1510,0,3,0,1.2,66.6,57.0,2376,6.57,4.34,6.5
1511,0,3,3,0.9,65.4,57.0,2376,6.01,3.98,5.97
1512,0,2,4,0.7,64.5,57.0,2381,5.65,3.62,5.58
1513,0,2,4,0.7,67.8,60.0,2381,5.5,3.69,5.39
1514,0,2,4,0.7,65.8,59.0,2381,5.58,3.64,5.48
1515,0,3,4,0.7,56.2,65.0,2384,5.93,3.32,5.88
1516,0,3,4,0.7,65.8,61.0,2384,5.61,3.64,5.46
1517,0,3,4,0.7,65.6,60.0,2384,5.57,3.63,5.5
1518,0,3,3,0.83,64.4,57.0,2386,5.93,3.8,5.86
1519,0,6,2,0.91,66.3,56.0,2390,5.92,3.95,5.99
1520,0,2,3,0.7,65.1,52.0,2394,5.64,3.65,5.57
1521,0,4,4,0.7,59.6,66.0,2395,5.8,3.44,5.74
1522,0,5,0,1.05,61.8,66.0,2396,6.48,3.97,6.37
1523,0,5,0,1.21,65.0,58.0,2396,6.65,4.3,6.59
1524,0,3,4,0.72,66.4,57.0,2396,5.6,3.69,5.51
1525,0,3,0,1.0,64.9,56.0,2398,6.2,4.01,6.14
1526,0,2,4,0.7,55.9,62.0,2399,5.94,3.29,5.83
1527,0,3,3,0.8,67.1,56.0,2400,5.76,3.85,5.73
1528,0,3,3,0.78,64.9,55.2,2401,5.75,3.76,5.82
1529,0,3,5,0.73,60.1,65.0,2401,5.91,3.52,5.81
1530,0,4,4,0.71,66.4,62.0,2401,5.54,3.66,5.49
1531,0,5,5,0.81,64.6,59.0,2414,5.83,3.75,5.78
1532,0,0,5,0.72,65.4,56.0,2414,5.68,3.69,5.6
1533,0,4,4,0.7,65.8,56.0,2415,5.54,3.63,5.49
1534,0,5,3,0.9,67.7,61.0,2422,6.04,4.03,5.86
1535,0,1,7,0.56,57.3,60.0,2426,5.5,3.17,5.57
1536,0,1,5,0.7,65.7,55.0,2437,5.45,3.6,5.51
1537,0,6,2,0.9,64.6,61.0,2438,5.92,3.81,5.87
1538,0,3,3,0.96,72.2,56.0,2438,6.01,4.28,5.81
1539,0,2,5,0.59,64.4,56.0,2443,5.31,3.41,5.28
1540,0,2,2,0.71,59.8,70.0,2458,5.89,3.48,5.72
1541,0,3,5,0.7,64.9,57.0,2479,5.55,3.6,5.54
1542,0,2,7,0.6,60.1,66.0,2484,5.48,3.28,5.44
1543,0,0,0,0.91,66.2,57.0,2491,6.0,3.95,5.94
1544,0,5,2,0.85,65.8,65.0,2493,5.88,3.84,5.79
1545,0,1,2,0.72,56.9,61.0,2498,5.91,3.38,5.97
1546,0,4,7,0.7,65.8,58.0,2500,5.49,3.59,5.42
1547,0,2,3,0.82,56.7,70.0,2508,6.28,3.53,6.16
1548,0,4,0,1.3,64.4,57.0,2512,6.93,4.44,6.86
1549,0,2,5,0.7,66.4,53.0,2516,5.51,3.65,5.49
1550,0,6,2,0.96,67.3,56.0,2517,6.06,4.06,6.01
1551,0,0,3,0.76,55.5,69.0,2518,6.16,3.39,6.07
1552,0,4,3,1.0,67.8,53.0,2530,6.08,4.1,6.02
1553,0,2,3,0.9,69.0,59.0,2536,5.89,4.04,5.82
1554,0,6,3,0.9,66.6,54.0,2536,6.05,4.01,5.99
1555,0,5,3,0.9,65.3,57.0,2536,5.98,3.89,5.93
1556,0,6,3,0.97,60.8,67.0,2538,6.41,3.87,6.32
1557,0,0,2,0.73,64.5,56.0,2539,5.7,3.66,5.65
1558,0,3,3,0.96,66.8,61.0,2539,6.15,4.07,6.04
1559,0,5,3,0.96,66.3,58.0,2540,6.07,3.97,5.9
1560,0,5,5,0.88,57.4,67.0,2550,6.49,3.69,6.36
1561,0,0,2,0.7,66.2,57.0,2550,5.56,3.63,5.41
1562,0,3,4,0.7,57.1,62.0,2553,5.89,3.38,5.94
1563,0,4,5,0.74,66.1,61.0,2553,5.6,3.69,5.57
1564,0,0,5,0.7,65.2,59.0,2560,5.58,3.63,5.55
1565,0,1,0,1.3,66.5,58.0,2571,6.79,4.5,6.75
1566,0,3,5,0.7,66.5,57.0,2575,5.4,3.61,5.46
1567,0,5,5,0.83,64.9,58.0,2577,5.9,3.81,5.84
1568,0,1,5,0.5,79.0,73.0,2579,5.21,4.09,5.18
1569,0,1,5,0.5,79.0,73.0,2579,5.21,4.09,5.18
1570,0,3,3,0.89,58.9,66.0,2579,6.26,3.66,6.16
1571,0,4,4,0.77,64.6,56.4,2594,5.78,3.75,5.84
1572,0,3,7,0.7,64.5,61.0,2595,5.43,3.53,5.52
1573,0,4,0,1.29,67.7,62.0,2596,6.69,4.5,6.59
1574,0,0,5,0.71,64.4,56.0,2596,5.63,3.61,5.58
1575,0,2,5,0.74,64.6,55.0,2596,5.74,3.68,5.66
1576,0,1,3,0.7,65.0,54.0,2600,5.56,3.6,5.52
1577,0,4,7,0.72,56.5,68.0,2608,6.03,3.37,5.89
1578,0,1,3,0.74,66.7,62.0,2617,5.49,3.64,5.43
1579,0,2,0,1.2,65.7,56.0,2622,6.65,4.35,6.58
1580,0,3,5,0.71,57.0,66.0,2623,5.83,3.32,5.81
1581,0,1,3,0.9,64.4,58.0,2639,6.07,3.89,6.01
1582,0,2,5,0.75,65.4,58.0,2648,5.63,3.7,5.68
1583,0,3,0,1.2,64.4,55.0,2655,6.77,4.31,6.61
1584,0,3,5,0.7,64.4,56.0,2657,5.64,3.61,5.57
1585,0,5,5,0.9,65.8,55.0,2666,6.05,3.97,6.01
1586,0,4,3,0.96,67.6,63.0,2672,5.99,4.01,5.84
1587,0,6,3,1.01,66.9,58.0,2683,6.13,4.08,6.07
1588,0,3,4,0.71,65.5,55.0,2686,5.62,3.65,5.53
1589,0,4,5,0.8,65.3,58.0,2686,5.78,3.76,5.73
1590,0,1,5,0.72,64.4,59.0,2691,5.67,3.64,5.64
1591,0,2,2,0.72,64.8,55.0,2691,5.64,3.64,5.6
1592,0,3,2,0.9,72.9,54.0,2691,5.74,4.16,5.67
1593,0,4,5,0.78,54.7,67.0,2691,6.25,3.4,6.15
1594,0,1,5,0.7,60.6,64.0,2697,5.77,3.45,5.62
1595,0,1,2,0.7,64.4,53.0,2697,5.61,3.6,5.57
1596,0,4,7,0.76,64.8,57.0,2699,5.67,3.71,5.81
1597,0,2,2,0.75,64.6,57.0,2700,5.7,3.67,5.67
1598,0,2,4,0.71,57.3,67.0,2707,5.96,3.36,5.76
1599,0,3,7,0.7,65.3,61.0,2710,5.58,3.61,5.48
1600,0,4,7,0.7,64.5,65.0,2717,5.52,3.54,5.45
1601,0,4,3,1.05,64.8,55.0,2717,6.39,4.12,6.32
1602,0,1,3,0.78,66.9,57.0,2721,5.7,3.6,5.66
1603,0,3,0,1.0,61.7,57.0,2723,6.39,3.91,6.28
1604,0,3,4,0.84,55.6,64.0,2724,6.42,3.54,6.32
1605,0,2,5,0.72,55.4,64.0,2724,6.06,3.34,5.97
1606,0,5,4,0.9,68.7,62.0,2732,5.83,3.99,5.79
1607,0,5,3,1.0,66.8,56.0,2743,6.22,4.13,6.12
1608,0,3,3,1.04,65.2,57.0,2745,6.25,4.07,6.23
1609,0,0,4,0.71,65.4,59.0,2747,5.62,3.66,5.58
1610,1,1,4,0.23,56.9,65.0,327,4.05,2.31,4.07
1611,1,6,3,0.31,63.3,58.0,335,4.34,2.75,4.35
1612,1,6,2,0.3,64.0,55.0,339,4.25,2.73,4.28
1613,1,6,2,0.3,63.4,54.0,351,4.23,2.7,4.29
1614,1,6,2,0.3,63.8,56.0,351,4.23,2.71,4.26
1615,1,5,3,0.3,63.3,56.0,351,4.26,2.71,4.3
1616,1,2,4,0.23,58.2,59.0,402,4.06,2.37,4.08
1617,1,1,4,0.23,64.1,59.0,402,3.83,2.46,3.85
1618,1,4,2,0.31,64.0,54.0,402,4.29,2.75,4.31
1619,1,0,5,0.26,65.2,56.0,403,3.99,2.61,4.02
1620,1,0,4,0.26,58.4,63.0,403,4.19,2.46,4.24
1621,1,4,3,0.32,63.1,56.0,403,4.34,2.75,4.37
